CO2,p,T,H2O,Points:0,Points:1,Points:2,H2O
1,1.00E+07,350.24,0,0,-0.014283,0.033372,0
1,1.00E+07,350.24,0,0,-0.014705,0.033372,0
1,1.00E+07,350.24,0,0,-0.015127,0.033372,0
1,1.00E+07,350.24,0,0,-0.015549,0.033372,0
1,1.00E+07,350.15,0,0,-0.005,0.033792,0
1,1.00E+07,350.15,0,0,-0.0054219,0.033792,0
1,1.00E+07,350.16,0,0,-0.0058439,0.033792,0
1,1.00E+07,350.16,0,0,-0.0062658,0.033792,0
1,1.00E+07,350.17,0,0,-0.0066878,0.033792,0
1,1.00E+07,350.17,0,0,-0.0071097,0.033792,0
1,1.00E+07,350.18,0,0,-0.0075317,0.033792,0
1,1.00E+07,350.19,0,0,-0.0079536,0.033792,0
1,1.00E+07,350.19,0,0,-0.0083756,0.033792,0
1,1.00E+07,350.2,0,0,-0.0087975,0.033792,0
1,1.00E+07,350.21,0,0,-0.0092195,0.033792,0
1,1.00E+07,350.21,0,0,-0.0096414,0.033792,0
1,1.00E+07,350.22,0,0,-0.010063,0.033792,0
1,1.00E+07,350.22,0,0,-0.010485,0.033792,0
1,1.00E+07,350.23,0,0,-0.010907,0.033792,0
1,1.00E+07,350.23,0,0,-0.011329,0.033792,0
1,1.00E+07,350.23,0,0,-0.011751,0.033792,0
1,1.00E+07,350.24,0,0,-0.012173,0.033792,0
1,1.00E+07,350.24,0,0,-0.012595,0.033792,0
1,1.00E+07,350.24,0,0,-0.013017,0.033792,0
1,1.00E+07,350.24,0,0,-0.013439,0.033792,0
1,1.00E+07,350.24,0,0,-0.013861,0.033792,0
1,1.00E+07,350.24,0,0,-0.014283,0.033792,0
1,1.00E+07,350.24,0,0,-0.014705,0.033792,0
1,1.00E+07,350.24,0,0,-0.015127,0.033792,0
1,1.00E+07,350.24,0,0,-0.015549,0.033792,0
1,1.00E+07,350.15,0,0,-0.005,0.034214,0
1,1.00E+07,350.15,0,0,-0.0054219,0.034214,0
1,1.00E+07,350.16,0,0,-0.0058439,0.034214,0
1,1.00E+07,350.16,0,0,-0.0062658,0.034214,0
1,1.00E+07,350.17,0,0,-0.0066878,0.034214,0
1,1.00E+07,350.17,0,0,-0.0071097,0.034214,0
1,1.00E+07,350.18,0,0,-0.0075317,0.034214,0
1,1.00E+07,350.19,0,0,-0.0079536,0.034214,0
1,1.00E+07,350.19,0,0,-0.0083756,0.034214,0
1,1.00E+07,350.2,0,0,-0.0087975,0.034214,0
1,1.00E+07,350.21,0,0,-0.0092195,0.034214,0
1,1.00E+07,350.21,0,0,-0.0096414,0.034214,0
1,1.00E+07,350.22,0,0,-0.010063,0.034214,0
1,1.00E+07,350.22,0,0,-0.010485,0.034214,0
1,1.00E+07,350.23,0,0,-0.010907,0.034214,0
1,1.00E+07,350.23,0,0,-0.011329,0.034214,0
1,1.00E+07,350.23,0,0,-0.011751,0.034214,0
1,1.00E+07,350.24,0,0,-0.012173,0.034214,0
1,1.00E+07,350.24,0,0,-0.012595,0.034214,0
1,1.00E+07,350.24,0,0,-0.013017,0.034214,0
1,1.00E+07,350.24,0,0,-0.013439,0.034214,0
1,1.00E+07,350.24,0,0,-0.013861,0.034214,0
1,1.00E+07,350.24,0,0,-0.014283,0.034214,0
1,1.00E+07,350.24,0,0,-0.014705,0.034214,0
1,1.00E+07,350.24,0,0,-0.015127,0.034214,0
1,1.00E+07,350.24,0,0,-0.015549,0.034214,0
1,1.00E+07,350.15,0,0,-0.005,0.034638,0
1,1.00E+07,350.15,0,0,-0.0054219,0.034638,0
1,1.00E+07,350.16,0,0,-0.0058439,0.034638,0
1,1.00E+07,350.16,0,0,-0.0062658,0.034638,0
1,1.00E+07,350.17,0,0,-0.0066878,0.034638,0
1,1.00E+07,350.17,0,0,-0.0071097,0.034638,0
1,1.00E+07,350.18,0,0,-0.0075317,0.034638,0
1,1.00E+07,350.19,0,0,-0.0079536,0.034638,0
1,1.00E+07,350.19,0,0,-0.0083756,0.034638,0
1,1.00E+07,350.2,0,0,-0.0087975,0.034638,0
1,1.00E+07,350.2,0,0,-0.0092195,0.034638,0
1,1.00E+07,350.21,0,0,-0.0096414,0.034638,0
1,1.00E+07,350.22,0,0,-0.010063,0.034638,0
1,1.00E+07,350.22,0,0,-0.010485,0.034638,0
1,1.00E+07,350.23,0,0,-0.010907,0.034638,0
1,1.00E+07,350.23,0,0,-0.011329,0.034638,0
1,1.00E+07,350.23,0,0,-0.011751,0.034638,0
1,1.00E+07,350.23,0,0,-0.012173,0.034638,0
1,1.00E+07,350.24,0,0,-0.012595,0.034638,0
1,1.00E+07,350.24,0,0,-0.013017,0.034638,0
1,1.00E+07,350.24,0,0,-0.013439,0.034638,0
1,1.00E+07,350.24,0,0,-0.013861,0.034638,0
1,1.00E+07,350.24,0,0,-0.014283,0.034638,0
1,1.00E+07,350.24,0,0,-0.014705,0.034638,0
1,1.00E+07,350.24,0,0,-0.015127,0.034638,0
1,1.00E+07,350.24,0,0,-0.015549,0.034638,0
1,1.00E+07,350.15,0,0,-0.005,0.035065,0
1,1.00E+07,350.15,0,0,-0.0054219,0.035065,0
1,1.00E+07,350.16,0,0,-0.0058439,0.035065,0
1,1.00E+07,350.16,0,0,-0.0062658,0.035065,0
1,1.00E+07,350.17,0,0,-0.0066878,0.035065,0
1,1.00E+07,350.17,0,0,-0.0071097,0.035065,0
1,1.00E+07,350.18,0,0,-0.0075317,0.035065,0
1,1.00E+07,350.19,0,0,-0.0079536,0.035065,0
1,1.00E+07,350.19,0,0,-0.0083756,0.035065,0
1,1.00E+07,350.2,0,0,-0.0087975,0.035065,0
1,1.00E+07,350.2,0,0,-0.0092195,0.035065,0
1,1.00E+07,350.21,0,0,-0.0096414,0.035065,0
1,1.00E+07,350.22,0,0,-0.010063,0.035065,0
1,1.00E+07,350.22,0,0,-0.010485,0.035065,0
1,1.00E+07,350.22,0,0,-0.010907,0.035065,0
1,1.00E+07,350.23,0,0,-0.011329,0.035065,0
1,1.00E+07,350.23,0,0,-0.011751,0.035065,0
1,1.00E+07,350.23,0,0,-0.012173,0.035065,0
1,1.00E+07,350.24,0,0,-0.012595,0.035065,0
1,1.00E+07,350.24,0,0,-0.013017,0.035065,0
1,1.00E+07,350.24,0,0,-0.013439,0.035065,0
1,1.00E+07,350.24,0,0,-0.013861,0.035065,0
1,1.00E+07,350.24,0,0,-0.014283,0.035065,0
1,1.00E+07,350.24,0,0,-0.014705,0.035065,0
1,1.00E+07,350.24,0,0,-0.015127,0.035065,0
1,1.00E+07,350.24,0,0,-0.015549,0.035065,0
1,1.00E+07,350.15,0,0,-0.005,0.035495,0
1,1.00E+07,350.15,0,0,-0.0054219,0.035495,0
1,1.00E+07,350.16,0,0,-0.0058439,0.035495,0
1,1.00E+07,350.16,0,0,-0.0062658,0.035495,0
1,1.00E+07,350.17,0,0,-0.0066878,0.035495,0
1,1.00E+07,350.17,0,0,-0.0071097,0.035495,0
1,1.00E+07,350.18,0,0,-0.0075317,0.035495,0
1,1.00E+07,350.19,0,0,-0.0079536,0.035495,0
1,1.00E+07,350.19,0,0,-0.0083756,0.035495,0
1,1.00E+07,350.2,0,0,-0.0087975,0.035495,0
1,1.00E+07,350.2,0,0,-0.0092195,0.035495,0
1,1.00E+07,350.21,0,0,-0.0096414,0.035495,0
1,1.00E+07,350.22,0,0,-0.010063,0.035495,0
1,1.00E+07,350.22,0,0,-0.010485,0.035495,0
1,1.00E+07,350.22,0,0,-0.010907,0.035495,0
1,1.00E+07,350.23,0,0,-0.011329,0.035495,0
1,1.00E+07,350.23,0,0,-0.011751,0.035495,0
1,1.00E+07,350.23,0,0,-0.012173,0.035495,0
1,1.00E+07,350.24,0,0,-0.012595,0.035495,0
1,1.00E+07,350.24,0,0,-0.013017,0.035495,0
1,1.00E+07,350.24,0,0,-0.013439,0.035495,0
1,1.00E+07,350.24,0,0,-0.013861,0.035495,0
1,1.00E+07,350.24,0,0,-0.014283,0.035495,0
1,1.00E+07,350.24,0,0,-0.014705,0.035495,0
1,1.00E+07,350.24,0,0,-0.015127,0.035495,0
1,1.00E+07,350.24,0,0,-0.015549,0.035495,0
1,1.00E+07,350.15,0,0,-0.005,0.035927,0
1,1.00E+07,350.15,0,0,-0.0054219,0.035927,0
1,1.00E+07,350.16,0,0,-0.0058439,0.035927,0
1,1.00E+07,350.16,0,0,-0.0062658,0.035927,0
1,1.00E+07,350.17,0,0,-0.0066878,0.035927,0
1,1.00E+07,350.17,0,0,-0.0071097,0.035927,0
1,1.00E+07,350.18,0,0,-0.0075317,0.035927,0
1,1.00E+07,350.19,0,0,-0.0079536,0.035927,0
1,1.00E+07,350.19,0,0,-0.0083756,0.035927,0
1,1.00E+07,350.2,0,0,-0.0087975,0.035927,0
1,1.00E+07,350.2,0,0,-0.0092195,0.035927,0
1,1.00E+07,350.21,0,0,-0.0096414,0.035927,0
1,1.00E+07,350.22,0,0,-0.010063,0.035927,0
1,1.00E+07,350.22,0,0,-0.010485,0.035927,0
1,1.00E+07,350.22,0,0,-0.010907,0.035927,0
1,1.00E+07,350.23,0,0,-0.011329,0.035927,0
1,1.00E+07,350.23,0,0,-0.011751,0.035927,0
1,1.00E+07,350.23,0,0,-0.012173,0.035927,0
1,1.00E+07,350.24,0,0,-0.012595,0.035927,0
1,1.00E+07,350.24,0,0,-0.013017,0.035927,0
1,1.00E+07,350.24,0,0,-0.013439,0.035927,0
1,1.00E+07,350.24,0,0,-0.013861,0.035927,0
1,1.00E+07,350.24,0,0,-0.014283,0.035927,0
1,1.00E+07,350.24,0,0,-0.014705,0.035927,0
1,1.00E+07,350.24,0,0,-0.015127,0.035927,0
1,1.00E+07,350.24,0,0,-0.015549,0.035927,0
1,1.00E+07,350.15,0,0,-0.005,0.036362,0
1,1.00E+07,350.15,0,0,-0.0054219,0.036362,0
1,1.00E+07,350.15,0,0,-0.0058439,0.036362,0
1,1.00E+07,350.16,0,0,-0.0062658,0.036362,0
1,1.00E+07,350.17,0,0,-0.0066878,0.036362,0
1,1.00E+07,350.17,0,0,-0.0071097,0.036362,0
1,1.00E+07,350.18,0,0,-0.0075317,0.036362,0
1,1.00E+07,350.18,0,0,-0.0079536,0.036362,0
1,1.00E+07,350.19,0,0,-0.0083756,0.036362,0
1,1.00E+07,350.2,0,0,-0.0087975,0.036362,0
1,1.00E+07,350.2,0,0,-0.0092195,0.036362,0
1,1.00E+07,350.21,0,0,-0.0096414,0.036362,0
1,1.00E+07,350.21,0,0,-0.010063,0.036362,0
1,1.00E+07,350.22,0,0,-0.010485,0.036362,0
1,1.00E+07,350.22,0,0,-0.010907,0.036362,0
1,1.00E+07,350.23,0,0,-0.011329,0.036362,0
1,1.00E+07,350.23,0,0,-0.011751,0.036362,0
1,1.00E+07,350.23,0,0,-0.012173,0.036362,0
1,1.00E+07,350.24,0,0,-0.012595,0.036362,0
1,1.00E+07,350.24,0,0,-0.013017,0.036362,0
1,1.00E+07,350.24,0,0,-0.013439,0.036362,0
1,1.00E+07,350.24,0,0,-0.013861,0.036362,0
1,1.00E+07,350.24,0,0,-0.014283,0.036362,0
1,1.00E+07,350.24,0,0,-0.014705,0.036362,0
1,1.00E+07,350.24,0,0,-0.015127,0.036362,0
1,1.00E+07,350.24,0,0,-0.015549,0.036362,0
1,1.00E+07,350.15,0,0,-0.005,0.0368,0
1,1.00E+07,350.15,0,0,-0.0054219,0.0368,0
1,1.00E+07,350.15,0,0,-0.0058439,0.0368,0
1,1.00E+07,350.16,0,0,-0.0062658,0.0368,0
1,1.00E+07,350.17,0,0,-0.0066878,0.0368,0
1,1.00E+07,350.17,0,0,-0.0071097,0.0368,0
1,1.00E+07,350.18,0,0,-0.0075317,0.0368,0
1,1.00E+07,350.18,0,0,-0.0079536,0.0368,0
1,1.00E+07,350.19,0,0,-0.0083756,0.0368,0
1,1.00E+07,350.2,0,0,-0.0087975,0.0368,0
1,1.00E+07,350.2,0,0,-0.0092195,0.0368,0
1,1.00E+07,350.21,0,0,-0.0096414,0.0368,0
1,1.00E+07,350.21,0,0,-0.010063,0.0368,0
1,1.00E+07,350.22,0,0,-0.010485,0.0368,0
1,1.00E+07,350.22,0,0,-0.010907,0.0368,0
1,1.00E+07,350.23,0,0,-0.011329,0.0368,0
1,1.00E+07,350.23,0,0,-0.011751,0.0368,0
1,1.00E+07,350.23,0,0,-0.012173,0.0368,0
1,1.00E+07,350.24,0,0,-0.012595,0.0368,0
1,1.00E+07,350.24,0,0,-0.013017,0.0368,0
1,1.00E+07,350.24,0,0,-0.013439,0.0368,0
1,1.00E+07,350.24,0,0,-0.013861,0.0368,0
1,1.00E+07,350.24,0,0,-0.014283,0.0368,0
1,1.00E+07,350.24,0,0,-0.014705,0.0368,0
1,1.00E+07,350.24,0,0,-0.015127,0.0368,0
1,1.00E+07,350.24,0,0,-0.015549,0.0368,0
1,1.00E+07,350.15,0,0,-0.005,0.03724,0
1,1.00E+07,350.15,0,0,-0.0054219,0.03724,0
1,1.00E+07,350.15,0,0,-0.0058439,0.03724,0
1,1.00E+07,350.16,0,0,-0.0062658,0.03724,0
1,1.00E+07,350.17,0,0,-0.0066878,0.03724,0
1,1.00E+07,350.17,0,0,-0.0071097,0.03724,0
1,1.00E+07,350.18,0,0,-0.0075317,0.03724,0
1,1.00E+07,350.18,0,0,-0.0079536,0.03724,0
1,1.00E+07,350.19,0,0,-0.0083756,0.03724,0
1,1.00E+07,350.2,0,0,-0.0087975,0.03724,0
1,1.00E+07,350.2,0,0,-0.0092195,0.03724,0
1,1.00E+07,350.21,0,0,-0.0096414,0.03724,0
1,1.00E+07,350.21,0,0,-0.010063,0.03724,0
1,1.00E+07,350.22,0,0,-0.010485,0.03724,0
1,1.00E+07,350.22,0,0,-0.010907,0.03724,0
1,1.00E+07,350.23,0,0,-0.011329,0.03724,0
1,1.00E+07,350.23,0,0,-0.011751,0.03724,0
1,1.00E+07,350.23,0,0,-0.012173,0.03724,0
1,1.00E+07,350.24,0,0,-0.012595,0.03724,0
1,1.00E+07,350.24,0,0,-0.013017,0.03724,0
1,1.00E+07,350.24,0,0,-0.013439,0.03724,0
1,1.00E+07,350.24,0,0,-0.013861,0.03724,0
1,1.00E+07,350.24,0,0,-0.014283,0.03724,0
1,1.00E+07,350.24,0,0,-0.014705,0.03724,0
1,1.00E+07,350.24,0,0,-0.015127,0.03724,0
1,1.00E+07,350.24,0,0,-0.015549,0.03724,0
1,1.00E+07,350.15,0,0,-0.005,0.037683,0
1,1.00E+07,350.15,0,0,-0.0054219,0.037683,0
1,1.00E+07,350.15,0,0,-0.0058439,0.037683,0
1,1.00E+07,350.16,0,0,-0.0062658,0.037683,0
1,1.00E+07,350.17,0,0,-0.0066878,0.037683,0
1,1.00E+07,350.17,0,0,-0.0071097,0.037683,0
1,1.00E+07,350.18,0,0,-0.0075317,0.037683,0
1,1.00E+07,350.18,0,0,-0.0079536,0.037683,0
1,1.00E+07,350.19,0,0,-0.0083756,0.037683,0
1,1.00E+07,350.2,0,0,-0.0087975,0.037683,0
1,1.00E+07,350.2,0,0,-0.0092195,0.037683,0
1,1.00E+07,350.21,0,0,-0.0096414,0.037683,0
1,1.00E+07,350.21,0,0,-0.010063,0.037683,0
1,1.00E+07,350.22,0,0,-0.010485,0.037683,0
1,1.00E+07,350.22,0,0,-0.010907,0.037683,0
1,1.00E+07,350.23,0,0,-0.011329,0.037683,0
1,1.00E+07,350.23,0,0,-0.011751,0.037683,0
1,1.00E+07,350.23,0,0,-0.012173,0.037683,0
1,1.00E+07,350.24,0,0,-0.012595,0.037683,0
1,1.00E+07,350.24,0,0,-0.013017,0.037683,0
1,1.00E+07,350.24,0,0,-0.013439,0.037683,0
1,1.00E+07,350.24,0,0,-0.013861,0.037683,0
1,1.00E+07,350.24,0,0,-0.014283,0.037683,0
1,1.00E+07,350.24,0,0,-0.014705,0.037683,0
1,1.00E+07,350.24,0,0,-0.015127,0.037683,0
1,1.00E+07,350.24,0,0,-0.015549,0.037683,0
1,1.00E+07,350.15,0,0,-0.005,0.038129,0
1,1.00E+07,350.15,0,0,-0.0054219,0.038129,0
1,1.00E+07,350.16,0,0,-0.0058439,0.038129,0
1,1.00E+07,350.16,0,0,-0.0062658,0.038129,0
1,1.00E+07,350.17,0,0,-0.0066878,0.038129,0
1,1.00E+07,350.17,0,0,-0.0071097,0.038129,0
1,1.00E+07,350.18,0,0,-0.0075317,0.038129,0
1,1.00E+07,350.19,0,0,-0.0079536,0.038129,0
1,1.00E+07,350.19,0,0,-0.0083756,0.038129,0
1,1.00E+07,350.2,0,0,-0.0087975,0.038129,0
1,1.00E+07,350.2,0,0,-0.0092195,0.038129,0
1,1.00E+07,350.21,0,0,-0.0096414,0.038129,0
1,1.00E+07,350.22,0,0,-0.010063,0.038129,0
1,1.00E+07,350.22,0,0,-0.010485,0.038129,0
1,1.00E+07,350.22,0,0,-0.010907,0.038129,0
1,1.00E+07,350.23,0,0,-0.011329,0.038129,0
1,1.00E+07,350.23,0,0,-0.011751,0.038129,0
1,1.00E+07,350.23,0,0,-0.012173,0.038129,0
1,1.00E+07,350.24,0,0,-0.012595,0.038129,0
1,1.00E+07,350.24,0,0,-0.013017,0.038129,0
1,1.00E+07,350.24,0,0,-0.013439,0.038129,0
1,1.00E+07,350.24,0,0,-0.013861,0.038129,0
1,1.00E+07,350.24,0,0,-0.014283,0.038129,0
1,1.00E+07,350.24,0,0,-0.014705,0.038129,0
1,1.00E+07,350.24,0,0,-0.015127,0.038129,0
1,1.00E+07,350.24,0,0,-0.015549,0.038129,0
1,1.00E+07,350.15,0,0,-0.005,0.038577,0
1,1.00E+07,350.15,0,0,-0.0054219,0.038577,0
1,1.00E+07,350.16,0,0,-0.0058439,0.038577,0
1,1.00E+07,350.16,0,0,-0.0062658,0.038577,0
1,1.00E+07,350.17,0,0,-0.0066878,0.038577,0
1,1.00E+07,350.17,0,0,-0.0071097,0.038577,0
1,1.00E+07,350.18,0,0,-0.0075317,0.038577,0
1,1.00E+07,350.19,0,0,-0.0079536,0.038577,0
1,1.00E+07,350.19,0,0,-0.0083756,0.038577,0
1,1.00E+07,350.2,0,0,-0.0087975,0.038577,0
1,1.00E+07,350.2,0,0,-0.0092195,0.038577,0
1,1.00E+07,350.21,0,0,-0.0096414,0.038577,0
1,1.00E+07,350.22,0,0,-0.010063,0.038577,0
1,1.00E+07,350.22,0,0,-0.010485,0.038577,0
1,1.00E+07,350.22,0,0,-0.010907,0.038577,0
1,1.00E+07,350.23,0,0,-0.011329,0.038577,0
1,1.00E+07,350.23,0,0,-0.011751,0.038577,0
1,1.00E+07,350.23,0,0,-0.012173,0.038577,0
1,1.00E+07,350.24,0,0,-0.012595,0.038577,0
1,1.00E+07,350.24,0,0,-0.013017,0.038577,0
1,1.00E+07,350.24,0,0,-0.013439,0.038577,0
1,1.00E+07,350.24,0,0,-0.013861,0.038577,0
1,1.00E+07,350.24,0,0,-0.014283,0.038577,0
1,1.00E+07,350.24,0,0,-0.014705,0.038577,0
1,1.00E+07,350.24,0,0,-0.015127,0.038577,0
1,1.00E+07,350.24,0,0,-0.015549,0.038577,0
1,1.00E+07,350.15,0,0,-0.005,0.039028,0
1,1.00E+07,350.15,0,0,-0.0054219,0.039028,0
1,1.00E+07,350.16,0,0,-0.0058439,0.039028,0
1,1.00E+07,350.16,0,0,-0.0062658,0.039028,0
1,1.00E+07,350.17,0,0,-0.0066878,0.039028,0
1,1.00E+07,350.17,0,0,-0.0071097,0.039028,0
1,1.00E+07,350.18,0,0,-0.0075317,0.039028,0
1,1.00E+07,350.19,0,0,-0.0079536,0.039028,0
1,1.00E+07,350.19,0,0,-0.0083756,0.039028,0
1,1.00E+07,350.2,0,0,-0.0087975,0.039028,0
1,1.00E+07,350.2,0,0,-0.0092195,0.039028,0
1,1.00E+07,350.21,0,0,-0.0096414,0.039028,0
1,1.00E+07,350.22,0,0,-0.010063,0.039028,0
1,1.00E+07,350.22,0,0,-0.010485,0.039028,0
1,1.00E+07,350.23,0,0,-0.010907,0.039028,0
1,1.00E+07,350.23,0,0,-0.011329,0.039028,0
1,1.00E+07,350.23,0,0,-0.011751,0.039028,0
1,1.00E+07,350.23,0,0,-0.012173,0.039028,0
1,1.00E+07,350.24,0,0,-0.012595,0.039028,0
1,1.00E+07,350.24,0,0,-0.013017,0.039028,0
1,1.00E+07,350.24,0,0,-0.013439,0.039028,0
1,1.00E+07,350.24,0,0,-0.013861,0.039028,0
1,1.00E+07,350.24,0,0,-0.014283,0.039028,0
1,1.00E+07,350.24,0,0,-0.014705,0.039028,0
1,1.00E+07,350.24,0,0,-0.015127,0.039028,0
1,1.00E+07,350.24,0,0,-0.015549,0.039028,0
1,1.00E+07,350.15,0,0,-0.005,0.039482,0
1,1.00E+07,350.15,0,0,-0.0054219,0.039482,0
1,1.00E+07,350.16,0,0,-0.0058439,0.039482,0
1,1.00E+07,350.16,0,0,-0.0062658,0.039482,0
1,1.00E+07,350.17,0,0,-0.0066878,0.039482,0
1,1.00E+07,350.17,0,0,-0.0071097,0.039482,0
1,1.00E+07,350.18,0,0,-0.0075317,0.039482,0
1,1.00E+07,350.19,0,0,-0.0079536,0.039482,0
1,1.00E+07,350.19,0,0,-0.0083756,0.039482,0
1,1.00E+07,350.2,0,0,-0.0087975,0.039482,0
1,1.00E+07,350.21,0,0,-0.0092195,0.039482,0
1,1.00E+07,350.21,0,0,-0.0096414,0.039482,0
1,1.00E+07,350.22,0,0,-0.010063,0.039482,0
1,1.00E+07,350.22,0,0,-0.010485,0.039482,0
1,1.00E+07,350.23,0,0,-0.010907,0.039482,0
1,1.00E+07,350.23,0,0,-0.011329,0.039482,0
1,1.00E+07,350.23,0,0,-0.011751,0.039482,0
1,1.00E+07,350.24,0,0,-0.012173,0.039482,0
1,1.00E+07,350.24,0,0,-0.012595,0.039482,0
1,1.00E+07,350.24,0,0,-0.013017,0.039482,0
1,1.00E+07,350.24,0,0,-0.013439,0.039482,0
1,1.00E+07,350.24,0,0,-0.013861,0.039482,0
1,1.00E+07,350.24,0,0,-0.014283,0.039482,0
1,1.00E+07,350.24,0,0,-0.014705,0.039482,0
1,1.00E+07,350.24,0,0,-0.015127,0.039482,0
1,1.00E+07,350.24,0,0,-0.015549,0.039482,0
1,1.00E+07,350.15,0,0,-0.005,0.039939,0
1,1.00E+07,350.15,0,0,-0.0054219,0.039939,0
1,1.00E+07,350.16,0,0,-0.0058439,0.039939,0
1,1.00E+07,350.16,0,0,-0.0062658,0.039939,0
1,1.00E+07,350.17,0,0,-0.0066878,0.039939,0
1,1.00E+07,350.17,0,0,-0.0071097,0.039939,0
1,1.00E+07,350.18,0,0,-0.0075317,0.039939,0
1,1.00E+07,350.19,0,0,-0.0079536,0.039939,0
1,1.00E+07,350.19,0,0,-0.0083756,0.039939,0
1,1.00E+07,350.2,0,0,-0.0087975,0.039939,0
1,1.00E+07,350.21,0,0,-0.0092195,0.039939,0
1,1.00E+07,350.21,0,0,-0.0096414,0.039939,0
1,1.00E+07,350.22,0,0,-0.010063,0.039939,0
1,1.00E+07,350.22,0,0,-0.010485,0.039939,0
1,1.00E+07,350.23,0,0,-0.010907,0.039939,0
1,1.00E+07,350.23,0,0,-0.011329,0.039939,0
1,1.00E+07,350.23,0,0,-0.011751,0.039939,0
1,1.00E+07,350.24,0,0,-0.012173,0.039939,0
1,1.00E+07,350.24,0,0,-0.012595,0.039939,0
1,1.00E+07,350.24,0,0,-0.013017,0.039939,0
1,1.00E+07,350.24,0,0,-0.013439,0.039939,0
1,1.00E+07,350.24,0,0,-0.013861,0.039939,0
1,1.00E+07,350.24,0,0,-0.014283,0.039939,0
1,1.00E+07,350.24,0,0,-0.014705,0.039939,0
1,1.00E+07,350.24,0,0,-0.015127,0.039939,0
1,1.00E+07,350.24,0,0,-0.015549,0.039939,0
1,1.00E+07,350.15,0,0,-0.005,0.040398,0
1,1.00E+07,350.15,0,0,-0.0054219,0.040398,0
1,1.00E+07,350.16,0,0,-0.0058439,0.040398,0
1,1.00E+07,350.16,0,0,-0.0062658,0.040398,0
1,1.00E+07,350.17,0,0,-0.0066878,0.040398,0
1,1.00E+07,350.17,0,0,-0.0071097,0.040398,0
1,1.00E+07,350.18,0,0,-0.0075317,0.040398,0
1,1.00E+07,350.19,0,0,-0.0079536,0.040398,0
1,1.00E+07,350.19,0,0,-0.0083756,0.040398,0
1,1.00E+07,350.2,0,0,-0.0087975,0.040398,0
1,1.00E+07,350.21,0,0,-0.0092195,0.040398,0
1,1.00E+07,350.21,0,0,-0.0096414,0.040398,0
1,1.00E+07,350.22,0,0,-0.010063,0.040398,0
1,1.00E+07,350.22,0,0,-0.010485,0.040398,0
1,1.00E+07,350.23,0,0,-0.010907,0.040398,0
1,1.00E+07,350.23,0,0,-0.011329,0.040398,0
1,1.00E+07,350.23,0,0,-0.011751,0.040398,0
1,1.00E+07,350.24,0,0,-0.012173,0.040398,0
1,1.00E+07,350.24,0,0,-0.012595,0.040398,0
1,1.00E+07,350.24,0,0,-0.013017,0.040398,0
1,1.00E+07,350.24,0,0,-0.013439,0.040398,0
1,1.00E+07,350.24,0,0,-0.013861,0.040398,0
1,1.00E+07,350.24,0,0,-0.014283,0.040398,0
1,1.00E+07,350.24,0,0,-0.014705,0.040398,0
1,1.00E+07,350.24,0,0,-0.015127,0.040398,0
1,1.00E+07,350.24,0,0,-0.015549,0.040398,0
1,1.00E+07,350.15,0,0,-0.005,0.04086,0
1,1.00E+07,350.15,0,0,-0.0054219,0.04086,0
1,1.00E+07,350.16,0,0,-0.0058439,0.04086,0
1,1.00E+07,350.16,0,0,-0.0062658,0.04086,0
1,1.00E+07,350.17,0,0,-0.0066878,0.04086,0
1,1.00E+07,350.18,0,0,-0.0071097,0.04086,0
1,1.00E+07,350.18,0,0,-0.0075317,0.04086,0
1,1.00E+07,350.19,0,0,-0.0079536,0.04086,0
1,1.00E+07,350.19,0,0,-0.0083756,0.04086,0
1,1.00E+07,350.2,0,0,-0.0087975,0.04086,0
1,1.00E+07,350.21,0,0,-0.0092195,0.04086,0
1,1.00E+07,350.21,0,0,-0.0096414,0.04086,0
1,1.00E+07,350.22,0,0,-0.010063,0.04086,0
1,1.00E+07,350.22,0,0,-0.010485,0.04086,0
1,1.00E+07,350.23,0,0,-0.010907,0.04086,0
1,1.00E+07,350.23,0,0,-0.011329,0.04086,0
1,1.00E+07,350.23,0,0,-0.011751,0.04086,0
1,1.00E+07,350.24,0,0,-0.012173,0.04086,0
1,1.00E+07,350.24,0,0,-0.012595,0.04086,0
1,1.00E+07,350.24,0,0,-0.013017,0.04086,0
1,1.00E+07,350.24,0,0,-0.013439,0.04086,0
1,1.00E+07,350.24,0,0,-0.013861,0.04086,0
1,1.00E+07,350.24,0,0,-0.014283,0.04086,0
1,1.00E+07,350.24,0,0,-0.014705,0.04086,0
1,1.00E+07,350.24,0,0,-0.015127,0.04086,0
1,1.00E+07,350.24,0,0,-0.015549,0.04086,0
1,1.00E+07,350.15,0,0,-0.005,0.041325,0
1,1.00E+07,350.15,0,0,-0.0054219,0.041325,0
1,1.00E+07,350.16,0,0,-0.0058439,0.041325,0
1,1.00E+07,350.16,0,0,-0.0062658,0.041325,0
1,1.00E+07,350.17,0,0,-0.0066878,0.041325,0
1,1.00E+07,350.18,0,0,-0.0071097,0.041325,0
1,1.00E+07,350.18,0,0,-0.0075317,0.041325,0
1,1.00E+07,350.19,0,0,-0.0079536,0.041325,0
1,1.00E+07,350.19,0,0,-0.0083756,0.041325,0
1,1.00E+07,350.2,0,0,-0.0087975,0.041325,0
1,1.00E+07,350.21,0,0,-0.0092195,0.041325,0
1,1.00E+07,350.21,0,0,-0.0096414,0.041325,0
1,1.00E+07,350.22,0,0,-0.010063,0.041325,0
