CO2,p,T,H2O,Points:0,Points:1,Points:2,H2O
1,1.00E+07,350.14,0,0,0.0083756,0.027758,0
1,1.00E+07,350.14,0,0,0.0087975,0.027758,0
1,1.00E+07,350.13,0,0,0.0092195,0.027758,0
1,1.00E+07,350.12,0,0,0.0096414,0.027758,0
1,1.00E+07,350.12,0,0,0.010063,0.027758,0
1,1.00E+07,350.11,0,0,0.010485,0.027758,0
1,1.00E+07,350.11,0,0,0.010907,0.027758,0
1,1.00E+07,350.11,0,0,0.011329,0.027758,0
1,1.00E+07,350.1,0,0,0.011751,0.027758,0
1,1.00E+07,350.1,0,0,0.012173,0.027758,0
1,1.00E+07,350.1,0,0,0.012595,0.027758,0
1,1.00E+07,350.1,0,0,0.013017,0.027758,0
1,1.00E+07,350.1,0,0,0.013439,0.027758,0
1,1.00E+07,350.1,0,0,0.013861,0.027758,0
1,1.00E+07,350.1,0,0,0.014283,0.027758,0
1,1.00E+07,350.1,0,0,0.014705,0.027758,0
1,1.00E+07,350.1,0,0,0.015127,0.027758,0
1,1.00E+07,350.1,0,0,0.015549,0.027758,0
1,1.00E+07,350.19,0,0,0.005,0.028144,0
1,1.00E+07,350.19,0,0,0.0054219,0.028144,0
1,1.00E+07,350.18,0,0,0.0058439,0.028144,0
1,1.00E+07,350.18,0,0,0.0062658,0.028144,0
1,1.00E+07,350.17,0,0,0.0066878,0.028144,0
1,1.00E+07,350.16,0,0,0.0071097,0.028144,0
1,1.00E+07,350.15,0,0,0.0075317,0.028144,0
1,1.00E+07,350.15,0,0,0.0079536,0.028144,0
1,1.00E+07,350.14,0,0,0.0083756,0.028144,0
1,1.00E+07,350.13,0,0,0.0087975,0.028144,0
1,1.00E+07,350.13,0,0,0.0092195,0.028144,0
1,1.00E+07,350.12,0,0,0.0096414,0.028144,0
1,1.00E+07,350.12,0,0,0.010063,0.028144,0
1,1.00E+07,350.11,0,0,0.010485,0.028144,0
1,1.00E+07,350.11,0,0,0.010907,0.028144,0
1,1.00E+07,350.11,0,0,0.011329,0.028144,0
1,1.00E+07,350.1,0,0,0.011751,0.028144,0
1,1.00E+07,350.1,0,0,0.012173,0.028144,0
1,1.00E+07,350.1,0,0,0.012595,0.028144,0
1,1.00E+07,350.1,0,0,0.013017,0.028144,0
1,1.00E+07,350.1,0,0,0.013439,0.028144,0
1,1.00E+07,350.1,0,0,0.013861,0.028144,0
1,1.00E+07,350.1,0,0,0.014283,0.028144,0
1,1.00E+07,350.1,0,0,0.014705,0.028144,0
1,1.00E+07,350.1,0,0,0.015127,0.028144,0
1,1.00E+07,350.1,0,0,0.015549,0.028144,0
1,1.00E+07,350.19,0,0,0.005,0.028531,0
1,1.00E+07,350.19,0,0,0.0054219,0.028531,0
1,1.00E+07,350.18,0,0,0.0058439,0.028531,0
1,1.00E+07,350.17,0,0,0.0062658,0.028531,0
1,1.00E+07,350.17,0,0,0.0066878,0.028531,0
1,1.00E+07,350.16,0,0,0.0071097,0.028531,0
1,1.00E+07,350.15,0,0,0.0075317,0.028531,0
1,1.00E+07,350.15,0,0,0.0079536,0.028531,0
1,1.00E+07,350.14,0,0,0.0083756,0.028531,0
1,1.00E+07,350.13,0,0,0.0087975,0.028531,0
1,1.00E+07,350.13,0,0,0.0092195,0.028531,0
1,1.00E+07,350.12,0,0,0.0096414,0.028531,0
1,1.00E+07,350.12,0,0,0.010063,0.028531,0
1,1.00E+07,350.11,0,0,0.010485,0.028531,0
1,1.00E+07,350.11,0,0,0.010907,0.028531,0
1,1.00E+07,350.1,0,0,0.011329,0.028531,0
1,1.00E+07,350.1,0,0,0.011751,0.028531,0
1,1.00E+07,350.1,0,0,0.012173,0.028531,0
1,1.00E+07,350.1,0,0,0.012595,0.028531,0
1,1.00E+07,350.1,0,0,0.013017,0.028531,0
1,1.00E+07,350.1,0,0,0.013439,0.028531,0
1,1.00E+07,350.1,0,0,0.013861,0.028531,0
1,1.00E+07,350.1,0,0,0.014283,0.028531,0
1,1.00E+07,350.1,0,0,0.014705,0.028531,0
1,1.00E+07,350.1,0,0,0.015127,0.028531,0
1,1.00E+07,350.1,0,0,0.015549,0.028531,0
1,1.00E+07,350.19,0,0,0.005,0.028922,0
1,1.00E+07,350.19,0,0,0.0054219,0.028922,0
1,1.00E+07,350.18,0,0,0.0058439,0.028922,0
1,1.00E+07,350.17,0,0,0.0062658,0.028922,0
1,1.00E+07,350.17,0,0,0.0066878,0.028922,0
1,1.00E+07,350.16,0,0,0.0071097,0.028922,0
1,1.00E+07,350.15,0,0,0.0075317,0.028922,0
1,1.00E+07,350.15,0,0,0.0079536,0.028922,0
1,1.00E+07,350.14,0,0,0.0083756,0.028922,0
1,1.00E+07,350.13,0,0,0.0087975,0.028922,0
1,1.00E+07,350.13,0,0,0.0092195,0.028922,0
1,1.00E+07,350.12,0,0,0.0096414,0.028922,0
1,1.00E+07,350.12,0,0,0.010063,0.028922,0
1,1.00E+07,350.11,0,0,0.010485,0.028922,0
1,1.00E+07,350.11,0,0,0.010907,0.028922,0
1,1.00E+07,350.1,0,0,0.011329,0.028922,0
1,1.00E+07,350.1,0,0,0.011751,0.028922,0
1,1.00E+07,350.1,0,0,0.012173,0.028922,0
1,1.00E+07,350.1,0,0,0.012595,0.028922,0
1,1.00E+07,350.1,0,0,0.013017,0.028922,0
1,1.00E+07,350.09,0,0,0.013439,0.028922,0
1,1.00E+07,350.09,0,0,0.013861,0.028922,0
1,1.00E+07,350.09,0,0,0.014283,0.028922,0
1,1.00E+07,350.1,0,0,0.014705,0.028922,0
1,1.00E+07,350.1,0,0,0.015127,0.028922,0
1,1.00E+07,350.1,0,0,0.015549,0.028922,0
1,1.00E+07,350.19,0,0,0.005,0.029314,0
1,1.00E+07,350.19,0,0,0.0054219,0.029314,0
1,1.00E+07,350.18,0,0,0.0058439,0.029314,0
1,1.00E+07,350.17,0,0,0.0062658,0.029314,0
1,1.00E+07,350.17,0,0,0.0066878,0.029314,0
1,1.00E+07,350.16,0,0,0.0071097,0.029314,0
1,1.00E+07,350.15,0,0,0.0075317,0.029314,0
1,1.00E+07,350.15,0,0,0.0079536,0.029314,0
1,1.00E+07,350.14,0,0,0.0083756,0.029314,0
1,1.00E+07,350.13,0,0,0.0087975,0.029314,0
1,1.00E+07,350.13,0,0,0.0092195,0.029314,0
1,1.00E+07,350.12,0,0,0.0096414,0.029314,0
1,1.00E+07,350.12,0,0,0.010063,0.029314,0
1,1.00E+07,350.11,0,0,0.010485,0.029314,0
1,1.00E+07,350.11,0,0,0.010907,0.029314,0
1,1.00E+07,350.1,0,0,0.011329,0.029314,0
1,1.00E+07,350.1,0,0,0.011751,0.029314,0
1,1.00E+07,350.1,0,0,0.012173,0.029314,0
1,1.00E+07,350.1,0,0,0.012595,0.029314,0
1,1.00E+07,350.1,0,0,0.013017,0.029314,0
1,1.00E+07,350.09,0,0,0.013439,0.029314,0
1,1.00E+07,350.09,0,0,0.013861,0.029314,0
1,1.00E+07,350.09,0,0,0.014283,0.029314,0
1,1.00E+07,350.09,0,0,0.014705,0.029314,0
1,1.00E+07,350.1,0,0,0.015127,0.029314,0
1,1.00E+07,350.1,0,0,0.015549,0.029314,0
1,1.00E+07,350.19,0,0,0.005,0.029709,0
1,1.00E+07,350.18,0,0,0.0054219,0.029709,0
1,1.00E+07,350.18,0,0,0.0058439,0.029709,0
1,1.00E+07,350.17,0,0,0.0062658,0.029709,0
1,1.00E+07,350.17,0,0,0.0066878,0.029709,0
1,1.00E+07,350.16,0,0,0.0071097,0.029709,0
1,1.00E+07,350.15,0,0,0.0075317,0.029709,0
1,1.00E+07,350.15,0,0,0.0079536,0.029709,0
1,1.00E+07,350.14,0,0,0.0083756,0.029709,0
1,1.00E+07,350.13,0,0,0.0087975,0.029709,0
1,1.00E+07,350.13,0,0,0.0092195,0.029709,0
1,1.00E+07,350.12,0,0,0.0096414,0.029709,0
1,1.00E+07,350.12,0,0,0.010063,0.029709,0
1,1.00E+07,350.11,0,0,0.010485,0.029709,0
1,1.00E+07,350.11,0,0,0.010907,0.029709,0
1,1.00E+07,350.1,0,0,0.011329,0.029709,0
1,1.00E+07,350.1,0,0,0.011751,0.029709,0
1,1.00E+07,350.1,0,0,0.012173,0.029709,0
1,1.00E+07,350.1,0,0,0.012595,0.029709,0
1,1.00E+07,350.09,0,0,0.013017,0.029709,0
1,1.00E+07,350.09,0,0,0.013439,0.029709,0
1,1.00E+07,350.09,0,0,0.013861,0.029709,0
1,1.00E+07,350.09,0,0,0.014283,0.029709,0
1,1.00E+07,350.09,0,0,0.014705,0.029709,0
1,1.00E+07,350.09,0,0,0.015127,0.029709,0
1,1.00E+07,350.1,0,0,0.015549,0.029709,0
1,1.00E+07,350.19,0,0,0.005,0.030106,0
1,1.00E+07,350.18,0,0,0.0054219,0.030106,0
1,1.00E+07,350.18,0,0,0.0058439,0.030106,0
1,1.00E+07,350.17,0,0,0.0062658,0.030106,0
1,1.00E+07,350.17,0,0,0.0066878,0.030106,0
1,1.00E+07,350.16,0,0,0.0071097,0.030106,0
1,1.00E+07,350.15,0,0,0.0075317,0.030106,0
1,1.00E+07,350.15,0,0,0.0079536,0.030106,0
1,1.00E+07,350.14,0,0,0.0083756,0.030106,0
1,1.00E+07,350.13,0,0,0.0087975,0.030106,0
1,1.00E+07,350.13,0,0,0.0092195,0.030106,0
1,1.00E+07,350.12,0,0,0.0096414,0.030106,0
1,1.00E+07,350.11,0,0,0.010063,0.030106,0
1,1.00E+07,350.11,0,0,0.010485,0.030106,0
1,1.00E+07,350.11,0,0,0.010907,0.030106,0
1,1.00E+07,350.1,0,0,0.011329,0.030106,0
1,1.00E+07,350.1,0,0,0.011751,0.030106,0
1,1.00E+07,350.1,0,0,0.012173,0.030106,0
1,1.00E+07,350.1,0,0,0.012595,0.030106,0
1,1.00E+07,350.09,0,0,0.013017,0.030106,0
1,1.00E+07,350.09,0,0,0.013439,0.030106,0
1,1.00E+07,350.09,0,0,0.013861,0.030106,0
1,1.00E+07,350.09,0,0,0.014283,0.030106,0
1,1.00E+07,350.09,0,0,0.014705,0.030106,0
1,1.00E+07,350.09,0,0,0.015127,0.030106,0
1,1.00E+07,350.1,0,0,0.015549,0.030106,0
1,1.00E+07,350.19,0,0,0.005,0.030506,0
1,1.00E+07,350.18,0,0,0.0054219,0.030506,0
1,1.00E+07,350.18,0,0,0.0058439,0.030506,0
1,1.00E+07,350.17,0,0,0.0062658,0.030506,0
1,1.00E+07,350.17,0,0,0.0066878,0.030506,0
1,1.00E+07,350.16,0,0,0.0071097,0.030506,0
1,1.00E+07,350.15,0,0,0.0075317,0.030506,0
1,1.00E+07,350.14,0,0,0.0079536,0.030506,0
1,1.00E+07,350.14,0,0,0.0083756,0.030506,0
1,1.00E+07,350.13,0,0,0.0087975,0.030506,0
1,1.00E+07,350.13,0,0,0.0092195,0.030506,0
1,1.00E+07,350.12,0,0,0.0096414,0.030506,0
1,1.00E+07,350.11,0,0,0.010063,0.030506,0
1,1.00E+07,350.11,0,0,0.010485,0.030506,0
1,1.00E+07,350.11,0,0,0.010907,0.030506,0
1,1.00E+07,350.1,0,0,0.011329,0.030506,0
1,1.00E+07,350.1,0,0,0.011751,0.030506,0
1,1.00E+07,350.1,0,0,0.012173,0.030506,0
1,1.00E+07,350.09,0,0,0.012595,0.030506,0
1,1.00E+07,350.09,0,0,0.013017,0.030506,0
1,1.00E+07,350.09,0,0,0.013439,0.030506,0
1,1.00E+07,350.09,0,0,0.013861,0.030506,0
1,1.00E+07,350.09,0,0,0.014283,0.030506,0
1,1.00E+07,350.09,0,0,0.014705,0.030506,0
1,1.00E+07,350.09,0,0,0.015127,0.030506,0
1,1.00E+07,350.09,0,0,0.015549,0.030506,0
1,1.00E+07,350.19,0,0,0.005,0.030908,0
1,1.00E+07,350.18,0,0,0.0054219,0.030908,0
1,1.00E+07,350.18,0,0,0.0058439,0.030908,0
1,1.00E+07,350.17,0,0,0.0062658,0.030908,0
1,1.00E+07,350.16,0,0,0.0066878,0.030908,0
1,1.00E+07,350.16,0,0,0.0071097,0.030908,0
1,1.00E+07,350.15,0,0,0.0075317,0.030908,0
1,1.00E+07,350.14,0,0,0.0079536,0.030908,0
1,1.00E+07,350.14,0,0,0.0083756,0.030908,0
1,1.00E+07,350.13,0,0,0.0087975,0.030908,0
1,1.00E+07,350.12,0,0,0.0092195,0.030908,0
1,1.00E+07,350.12,0,0,0.0096414,0.030908,0
1,1.00E+07,350.11,0,0,0.010063,0.030908,0
1,1.00E+07,350.11,0,0,0.010485,0.030908,0
1,1.00E+07,350.11,0,0,0.010907,0.030908,0
1,1.00E+07,350.1,0,0,0.011329,0.030908,0
1,1.00E+07,350.1,0,0,0.011751,0.030908,0
1,1.00E+07,350.1,0,0,0.012173,0.030908,0
1,1.00E+07,350.09,0,0,0.012595,0.030908,0
1,1.00E+07,350.09,0,0,0.013017,0.030908,0
1,1.00E+07,350.09,0,0,0.013439,0.030908,0
1,1.00E+07,350.09,0,0,0.013861,0.030908,0
1,1.00E+07,350.09,0,0,0.014283,0.030908,0
1,1.00E+07,350.09,0,0,0.014705,0.030908,0
1,1.00E+07,350.09,0,0,0.015127,0.030908,0
1,1.00E+07,350.09,0,0,0.015549,0.030908,0
1,1.00E+07,350.19,0,0,0.005,0.031312,0
1,1.00E+07,350.18,0,0,0.0054219,0.031312,0
1,1.00E+07,350.18,0,0,0.0058439,0.031312,0
1,1.00E+07,350.17,0,0,0.0062658,0.031312,0
1,1.00E+07,350.16,0,0,0.0066878,0.031312,0
1,1.00E+07,350.16,0,0,0.0071097,0.031312,0
1,1.00E+07,350.15,0,0,0.0075317,0.031312,0
1,1.00E+07,350.14,0,0,0.0079536,0.031312,0
1,1.00E+07,350.14,0,0,0.0083756,0.031312,0
1,1.00E+07,350.13,0,0,0.0087975,0.031312,0
1,1.00E+07,350.12,0,0,0.0092195,0.031312,0
1,1.00E+07,350.12,0,0,0.0096414,0.031312,0
1,1.00E+07,350.11,0,0,0.010063,0.031312,0
1,1.00E+07,350.11,0,0,0.010485,0.031312,0
1,1.00E+07,350.1,0,0,0.010907,0.031312,0
1,1.00E+07,350.1,0,0,0.011329,0.031312,0
1,1.00E+07,350.1,0,0,0.011751,0.031312,0
1,1.00E+07,350.1,0,0,0.012173,0.031312,0
1,1.00E+07,350.09,0,0,0.012595,0.031312,0
1,1.00E+07,350.09,0,0,0.013017,0.031312,0
1,1.00E+07,350.09,0,0,0.013439,0.031312,0
1,1.00E+07,350.09,0,0,0.013861,0.031312,0
1,1.00E+07,350.09,0,0,0.014283,0.031312,0
1,1.00E+07,350.09,0,0,0.014705,0.031312,0
1,1.00E+07,350.09,0,0,0.015127,0.031312,0
1,1.00E+07,350.09,0,0,0.015549,0.031312,0
1,1.00E+07,350.19,0,0,0.005,0.031719,0
1,1.00E+07,350.18,0,0,0.0054219,0.031719,0
1,1.00E+07,350.18,0,0,0.0058439,0.031719,0
1,1.00E+07,350.17,0,0,0.0062658,0.031719,0
1,1.00E+07,350.16,0,0,0.0066878,0.031719,0
1,1.00E+07,350.16,0,0,0.0071097,0.031719,0
1,1.00E+07,350.15,0,0,0.0075317,0.031719,0
1,1.00E+07,350.14,0,0,0.0079536,0.031719,0
1,1.00E+07,350.14,0,0,0.0083756,0.031719,0
1,1.00E+07,350.13,0,0,0.0087975,0.031719,0
1,1.00E+07,350.12,0,0,0.0092195,0.031719,0
1,1.00E+07,350.12,0,0,0.0096414,0.031719,0
1,1.00E+07,350.11,0,0,0.010063,0.031719,0
1,1.00E+07,350.11,0,0,0.010485,0.031719,0
1,1.00E+07,350.1,0,0,0.010907,0.031719,0
1,1.00E+07,350.1,0,0,0.011329,0.031719,0
1,1.00E+07,350.1,0,0,0.011751,0.031719,0
1,1.00E+07,350.1,0,0,0.012173,0.031719,0
1,1.00E+07,350.09,0,0,0.012595,0.031719,0
1,1.00E+07,350.09,0,0,0.013017,0.031719,0
1,1.00E+07,350.09,0,0,0.013439,0.031719,0
1,1.00E+07,350.09,0,0,0.013861,0.031719,0
1,1.00E+07,350.09,0,0,0.014283,0.031719,0
1,1.00E+07,350.09,0,0,0.014705,0.031719,0
1,1.00E+07,350.09,0,0,0.015127,0.031719,0
1,1.00E+07,350.09,0,0,0.015549,0.031719,0
1,1.00E+07,350.19,0,0,0.005,0.032129,0
1,1.00E+07,350.18,0,0,0.0054219,0.032129,0
1,1.00E+07,350.18,0,0,0.0058439,0.032129,0
1,1.00E+07,350.17,0,0,0.0062658,0.032129,0
1,1.00E+07,350.16,0,0,0.0066878,0.032129,0
1,1.00E+07,350.16,0,0,0.0071097,0.032129,0
1,1.00E+07,350.15,0,0,0.0075317,0.032129,0
1,1.00E+07,350.14,0,0,0.0079536,0.032129,0
1,1.00E+07,350.14,0,0,0.0083756,0.032129,0
1,1.00E+07,350.13,0,0,0.0087975,0.032129,0
1,1.00E+07,350.12,0,0,0.0092195,0.032129,0
1,1.00E+07,350.12,0,0,0.0096414,0.032129,0
1,1.00E+07,350.11,0,0,0.010063,0.032129,0
1,1.00E+07,350.11,0,0,0.010485,0.032129,0
1,1.00E+07,350.1,0,0,0.010907,0.032129,0
1,1.00E+07,350.1,0,0,0.011329,0.032129,0
1,1.00E+07,350.1,0,0,0.011751,0.032129,0
1,1.00E+07,350.1,0,0,0.012173,0.032129,0
1,1.00E+07,350.09,0,0,0.012595,0.032129,0
1,1.00E+07,350.09,0,0,0.013017,0.032129,0
1,1.00E+07,350.09,0,0,0.013439,0.032129,0
1,1.00E+07,350.09,0,0,0.013861,0.032129,0
1,1.00E+07,350.09,0,0,0.014283,0.032129,0
1,1.00E+07,350.09,0,0,0.014705,0.032129,0
1,1.00E+07,350.09,0,0,0.015127,0.032129,0
1,1.00E+07,350.09,0,0,0.015549,0.032129,0
1,1.00E+07,350.19,0,0,0.005,0.032541,0
1,1.00E+07,350.18,0,0,0.0054219,0.032541,0
1,1.00E+07,350.18,0,0,0.0058439,0.032541,0
1,1.00E+07,350.17,0,0,0.0062658,0.032541,0
1,1.00E+07,350.16,0,0,0.0066878,0.032541,0
1,1.00E+07,350.16,0,0,0.0071097,0.032541,0
1,1.00E+07,350.15,0,0,0.0075317,0.032541,0
1,1.00E+07,350.14,0,0,0.0079536,0.032541,0
1,1.00E+07,350.14,0,0,0.0083756,0.032541,0
1,1.00E+07,350.13,0,0,0.0087975,0.032541,0
1,1.00E+07,350.12,0,0,0.0092195,0.032541,0
1,1.00E+07,350.12,0,0,0.0096414,0.032541,0
1,1.00E+07,350.11,0,0,0.010063,0.032541,0
1,1.00E+07,350.11,0,0,0.010485,0.032541,0
1,1.00E+07,350.1,0,0,0.010907,0.032541,0
1,1.00E+07,350.1,0,0,0.011329,0.032541,0
1,1.00E+07,350.1,0,0,0.011751,0.032541,0
1,1.00E+07,350.09,0,0,0.012173,0.032541,0
1,1.00E+07,350.09,0,0,0.012595,0.032541,0
1,1.00E+07,350.09,0,0,0.013017,0.032541,0
1,1.00E+07,350.09,0,0,0.013439,0.032541,0
1,1.00E+07,350.09,0,0,0.013861,0.032541,0
1,1.00E+07,350.09,0,0,0.014283,0.032541,0
1,1.00E+07,350.09,0,0,0.014705,0.032541,0
1,1.00E+07,350.09,0,0,0.015127,0.032541,0
1,1.00E+07,350.09,0,0,0.015549,0.032541,0
1,1.00E+07,350.19,0,0,0.005,0.032955,0
1,1.00E+07,350.18,0,0,0.0054219,0.032955,0
1,1.00E+07,350.18,0,0,0.0058439,0.032955,0
1,1.00E+07,350.17,0,0,0.0062658,0.032955,0
1,1.00E+07,350.16,0,0,0.0066878,0.032955,0
1,1.00E+07,350.16,0,0,0.0071097,0.032955,0
1,1.00E+07,350.15,0,0,0.0075317,0.032955,0
1,1.00E+07,350.14,0,0,0.0079536,0.032955,0
1,1.00E+07,350.14,0,0,0.0083756,0.032955,0
1,1.00E+07,350.13,0,0,0.0087975,0.032955,0
1,1.00E+07,350.12,0,0,0.0092195,0.032955,0
1,1.00E+07,350.12,0,0,0.0096414,0.032955,0
1,1.00E+07,350.11,0,0,0.010063,0.032955,0
1,1.00E+07,350.11,0,0,0.010485,0.032955,0
1,1.00E+07,350.1,0,0,0.010907,0.032955,0
1,1.00E+07,350.1,0,0,0.011329,0.032955,0
1,1.00E+07,350.1,0,0,0.011751,0.032955,0
1,1.00E+07,350.09,0,0,0.012173,0.032955,0
1,1.00E+07,350.09,0,0,0.012595,0.032955,0
1,1.00E+07,350.09,0,0,0.013017,0.032955,0
1,1.00E+07,350.09,0,0,0.013439,0.032955,0
1,1.00E+07,350.09,0,0,0.013861,0.032955,0
1,1.00E+07,350.09,0,0,0.014283,0.032955,0
1,1.00E+07,350.09,0,0,0.014705,0.032955,0
1,1.00E+07,350.09,0,0,0.015127,0.032955,0
1,1.00E+07,350.09,0,0,0.015549,0.032955,0
1,1.00E+07,350.19,0,0,0.005,0.033372,0
1,1.00E+07,350.18,0,0,0.0054219,0.033372,0
1,1.00E+07,350.18,0,0,0.0058439,0.033372,0
1,1.00E+07,350.17,0,0,0.0062658,0.033372,0
1,1.00E+07,350.16,0,0,0.0066878,0.033372,0
1,1.00E+07,350.16,0,0,0.0071097,0.033372,0
1,1.00E+07,350.15,0,0,0.0075317,0.033372,0
1,1.00E+07,350.14,0,0,0.0079536,0.033372,0
1,1.00E+07,350.14,0,0,0.0083756,0.033372,0
1,1.00E+07,350.13,0,0,0.0087975,0.033372,0
1,1.00E+07,350.12,0,0,0.0092195,0.033372,0
1,1.00E+07,350.12,0,0,0.0096414,0.033372,0
1,1.00E+07,350.11,0,0,0.010063,0.033372,0
1,1.00E+07,350.11,0,0,0.010485,0.033372,0
1,1.00E+07,350.1,0,0,0.010907,0.033372,0
1,1.00E+07,350.1,0,0,0.011329,0.033372,0
1,1.00E+07,350.1,0,0,0.011751,0.033372,0
1,1.00E+07,350.09,0,0,0.012173,0.033372,0
1,1.00E+07,350.09,0,0,0.012595,0.033372,0
1,1.00E+07,350.09,0,0,0.013017,0.033372,0
1,1.00E+07,350.09,0,0,0.013439,0.033372,0
1,1.00E+07,350.09,0,0,0.013861,0.033372,0
1,1.00E+07,350.09,0,0,0.014283,0.033372,0
1,1.00E+07,350.09,0,0,0.014705,0.033372,0
1,1.00E+07,350.09,0,0,0.015127,0.033372,0
1,1.00E+07,350.09,0,0,0.015549,0.033372,0
1,1.00E+07,350.19,0,0,0.005,0.033792,0
1,1.00E+07,350.18,0,0,0.0054219,0.033792,0
1,1.00E+07,350.18,0,0,0.0058439,0.033792,0
1,1.00E+07,350.17,0,0,0.0062658,0.033792,0
1,1.00E+07,350.16,0,0,0.0066878,0.033792,0
1,1.00E+07,350.16,0,0,0.0071097,0.033792,0
1,1.00E+07,350.15,0,0,0.0075317,0.033792,0
1,1.00E+07,350.14,0,0,0.0079536,0.033792,0
1,1.00E+07,350.13,0,0,0.0083756,0.033792,0
1,1.00E+07,350.13,0,0,0.0087975,0.033792,0
1,1.00E+07,350.12,0,0,0.0092195,0.033792,0
1,1.00E+07,350.12,0,0,0.0096414,0.033792,0
1,1.00E+07,350.11,0,0,0.010063,0.033792,0
1,1.00E+07,350.11,0,0,0.010485,0.033792,0
1,1.00E+07,350.1,0,0,0.010907,0.033792,0
1,1.00E+07,350.1,0,0,0.011329,0.033792,0
1,1.00E+07,350.1,0,0,0.011751,0.033792,0
1,1.00E+07,350.09,0,0,0.012173,0.033792,0
1,1.00E+07,350.09,0,0,0.012595,0.033792,0
1,1.00E+07,350.09,0,0,0.013017,0.033792,0
1,1.00E+07,350.09,0,0,0.013439,0.033792,0
1,1.00E+07,350.09,0,0,0.013861,0.033792,0
1,1.00E+07,350.09,0,0,0.014283,0.033792,0
1,1.00E+07,350.09,0,0,0.014705,0.033792,0
1,1.00E+07,350.09,0,0,0.015127,0.033792,0
1,1.00E+07,350.09,0,0,0.015549,0.033792,0
1,1.00E+07,350.19,0,0,0.005,0.034214,0
1,1.00E+07,350.18,0,0,0.0054219,0.034214,0
1,1.00E+07,350.17,0,0,0.0058439,0.034214,0
1,1.00E+07,350.17,0,0,0.0062658,0.034214,0
1,1.00E+07,350.16,0,0,0.0066878,0.034214,0
1,1.00E+07,350.16,0,0,0.0071097,0.034214,0
1,1.00E+07,350.15,0,0,0.0075317,0.034214,0
1,1.00E+07,350.14,0,0,0.0079536,0.034214,0
1,1.00E+07,350.13,0,0,0.0083756,0.034214,0
1,1.00E+07,350.13,0,0,0.0087975,0.034214,0
1,1.00E+07,350.12,0,0,0.0092195,0.034214,0
1,1.00E+07,350.12,0,0,0.0096414,0.034214,0
1,1.00E+07,350.11,0,0,0.010063,0.034214,0
1,1.00E+07,350.11,0,0,0.010485,0.034214,0
1,1.00E+07,350.1,0,0,0.010907,0.034214,0
1,1.00E+07,350.1,0,0,0.011329,0.034214,0
1,1.00E+07,350.1,0,0,0.011751,0.034214,0
1,1.00E+07,350.09,0,0,0.012173,0.034214,0
1,1.00E+07,350.09,0,0,0.012595,0.034214,0
1,1.00E+07,350.09,0,0,0.013017,0.034214,0
1,1.00E+07,350.09,0,0,0.013439,0.034214,0
1,1.00E+07,350.09,0,0,0.013861,0.034214,0
1,1.00E+07,350.09,0,0,0.014283,0.034214,0
1,1.00E+07,350.09,0,0,0.014705,0.034214,0
1,1.00E+07,350.09,0,0,0.015127,0.034214,0
1,1.00E+07,350.09,0,0,0.015549,0.034214,0
1,1.00E+07,350.18,0,0,0.005,0.034638,0
1,1.00E+07,350.18,0,0,0.0054219,0.034638,0
1,1.00E+07,350.17,0,0,0.0058439,0.034638,0
1,1.00E+07,350.17,0,0,0.0062658,0.034638,0
1,1.00E+07,350.16,0,0,0.0066878,0.034638,0
1,1.00E+07,350.16,0,0,0.0071097,0.034638,0
1,1.00E+07,350.15,0,0,0.0075317,0.034638,0
1,1.00E+07,350.14,0,0,0.0079536,0.034638,0
1,1.00E+07,350.13,0,0,0.0083756,0.034638,0
1,1.00E+07,350.13,0,0,0.0087975,0.034638,0
1,1.00E+07,350.12,0,0,0.0092195,0.034638,0
1,1.00E+07,350.12,0,0,0.0096414,0.034638,0
1,1.00E+07,350.11,0,0,0.010063,0.034638,0
1,1.00E+07,350.11,0,0,0.010485,0.034638,0
1,1.00E+07,350.1,0,0,0.010907,0.034638,0
1,1.00E+07,350.1,0,0,0.011329,0.034638,0
1,1.00E+07,350.1,0,0,0.011751,0.034638,0
1,1.00E+07,350.09,0,0,0.012173,0.034638,0
1,1.00E+07,350.09,0,0,0.012595,0.034638,0
1,1.00E+07,350.09,0,0,0.013017,0.034638,0
1,1.00E+07,350.09,0,0,0.013439,0.034638,0
1,1.00E+07,350.09,0,0,0.013861,0.034638,0
1,1.00E+07,350.09,0,0,0.014283,0.034638,0
1,1.00E+07,350.09,0,0,0.014705,0.034638,0
1,1.00E+07,350.09,0,0,0.015127,0.034638,0
1,1.00E+07,350.09,0,0,0.015549,0.034638,0
1,1.00E+07,350.18,0,0,0.005,0.035065,0
1,1.00E+07,350.18,0,0,0.0054219,0.035065,0
1,1.00E+07,350.17,0,0,0.0058439,0.035065,0
1,1.00E+07,350.17,0,0,0.0062658,0.035065,0
1,1.00E+07,350.16,0,0,0.0066878,0.035065,0
1,1.00E+07,350.15,0,0,0.0071097,0.035065,0
1,1.00E+07,350.15,0,0,0.0075317,0.035065,0
1,1.00E+07,350.14,0,0,0.0079536,0.035065,0
1,1.00E+07,350.13,0,0,0.0083756,0.035065,0
1,1.00E+07,350.13,0,0,0.0087975,0.035065,0
1,1.00E+07,350.12,0,0,0.0092195,0.035065,0
1,1.00E+07,350.12,0,0,0.0096414,0.035065,0
1,1.00E+07,350.11,0,0,0.010063,0.035065,0
1,1.00E+07,350.11,0,0,0.010485,0.035065,0
1,1.00E+07,350.1,0,0,0.010907,0.035065,0
